dataset	location	time_period	horizon_distance	q_10	q_25	q_50	q_75	q_90	split_period	data_type	disease_cases
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-08-01							2010-07-01	observed	22.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-08-01							2010-08-01	observed	22.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-08-01							2010-09-01	observed	22.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-09-01							2010-03-01	observed	44.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-09-01							2010-04-01	observed	44.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-09-01							2010-05-01	observed	44.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-09-01							2010-06-01	observed	44.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-09-01							2010-07-01	observed	44.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-09-01							2010-08-01	observed	44.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-09-01							2010-09-01	observed	44.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-10-01							2010-03-01	observed	29.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-10-01							2010-04-01	observed	29.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-10-01							2010-05-01	observed	29.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-10-01							2010-06-01	observed	29.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-10-01							2010-07-01	observed	29.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-10-01							2010-08-01	observed	29.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-10-01							2010-09-01	observed	29.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-11-01							2010-03-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-11-01							2010-04-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-11-01							2010-05-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-11-01							2010-06-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-11-01							2010-07-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-11-01							2010-08-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-11-01							2010-09-01	observed	13.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-12-01							2010-03-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-12-01							2010-04-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-12-01							2010-05-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-12-01							2010-06-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-12-01							2010-07-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-12-01							2010-08-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LM	2010-12-01							2010-09-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-04-01							2010-03-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-04-01							2010-04-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-04-01							2010-05-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-04-01							2010-06-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-04-01							2010-07-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-04-01							2010-08-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-04-01							2010-09-01	observed	2.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-05-01							2010-03-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-05-01							2010-04-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-05-01							2010-05-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-05-01							2010-06-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-05-01							2010-07-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-05-01							2010-08-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-05-01							2010-09-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-06-01							2010-03-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-06-01							2010-04-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-06-01							2010-05-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-06-01							2010-06-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-06-01							2010-07-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-06-01							2010-08-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-06-01							2010-09-01	observed	28.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-07-01							2010-03-01	observed	160.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-07-01							2010-04-01	observed	160.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-07-01							2010-05-01	observed	160.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-07-01							2010-06-01	observed	160.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-07-01							2010-07-01	observed	160.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-07-01							2010-08-01	observed	160.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-07-01							2010-09-01	observed	160.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-08-01							2010-03-01	observed	316.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-08-01							2010-04-01	observed	316.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-08-01							2010-05-01	observed	316.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-08-01							2010-06-01	observed	316.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-08-01							2010-07-01	observed	316.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-08-01							2010-08-01	observed	316.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-08-01							2010-09-01	observed	316.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-09-01							2010-03-01	observed	903.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-09-01							2010-04-01	observed	903.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-09-01							2010-05-01	observed	903.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-09-01							2010-06-01	observed	903.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-09-01							2010-07-01	observed	903.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-09-01							2010-08-01	observed	903.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-09-01							2010-09-01	observed	903.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-10-01							2010-03-01	observed	345.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-10-01							2010-04-01	observed	345.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-10-01							2010-05-01	observed	345.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-10-01							2010-06-01	observed	345.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-10-01							2010-07-01	observed	345.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-10-01							2010-08-01	observed	345.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-10-01							2010-09-01	observed	345.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-11-01							2010-03-01	observed	114.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-11-01							2010-04-01	observed	114.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-11-01							2010-05-01	observed	114.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-11-01							2010-06-01	observed	114.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-11-01							2010-07-01	observed	114.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-11-01							2010-08-01	observed	114.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-11-01							2010-09-01	observed	114.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-12-01							2010-03-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-12-01							2010-04-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-12-01							2010-05-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-12-01							2010-06-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-12-01							2010-07-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-12-01							2010-08-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-LP	2010-12-01							2010-09-01	observed	8.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-04-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-04-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-04-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-04-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-04-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-04-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-04-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-05-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-05-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-05-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-05-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-05-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-05-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-05-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-06-01							2010-03-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-06-01							2010-04-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-06-01							2010-05-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-06-01							2010-06-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-06-01							2010-07-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-06-01							2010-08-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-06-01							2010-09-01	observed	11.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-07-01							2010-03-01	observed	118.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-07-01							2010-04-01	observed	118.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-07-01							2010-05-01	observed	118.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-07-01							2010-06-01	observed	118.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-07-01							2010-07-01	observed	118.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-07-01							2010-08-01	observed	118.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-07-01							2010-09-01	observed	118.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-08-01							2010-03-01	observed	67.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-08-01							2010-04-01	observed	67.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-08-01							2010-05-01	observed	67.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-08-01							2010-06-01	observed	67.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-08-01							2010-07-01	observed	67.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-08-01							2010-08-01	observed	67.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-08-01							2010-09-01	observed	67.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-09-01							2010-03-01	observed	195.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-09-01							2010-04-01	observed	195.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-09-01							2010-05-01	observed	195.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-09-01							2010-06-01	observed	195.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-09-01							2010-07-01	observed	195.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-09-01							2010-08-01	observed	195.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-09-01							2010-09-01	observed	195.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01							2010-03-01	observed	244.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01							2010-04-01	observed	244.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01							2010-05-01	observed	244.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01							2010-06-01	observed	244.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01							2010-07-01	observed	244.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01							2010-08-01	observed	244.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01							2010-09-01	observed	244.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01							2010-03-01	observed	169.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01							2010-04-01	observed	169.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01							2010-05-01	observed	169.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01							2010-06-01	observed	169.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01							2010-07-01	observed	169.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01							2010-08-01	observed	169.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01							2010-09-01	observed	169.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01							2010-03-01	observed	36.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01							2010-04-01	observed	36.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01							2010-05-01	observed	36.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01							2010-06-01	observed	36.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01							2010-07-01	observed	36.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01							2010-08-01	observed	36.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01							2010-09-01	observed	36.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01							2010-03-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01							2010-04-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01							2010-05-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01							2010-06-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01							2010-07-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01							2010-08-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01							2010-09-01	observed	1.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01							2010-03-01	observed	88.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01							2010-04-01	observed	88.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01							2010-05-01	observed	88.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01							2010-06-01	observed	88.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01							2010-07-01	observed	88.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01							2010-08-01	observed	88.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01							2010-09-01	observed	88.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01							2010-03-01	observed	105.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01							2010-04-01	observed	105.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01							2010-05-01	observed	105.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01							2010-06-01	observed	105.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01							2010-07-01	observed	105.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01							2010-08-01	observed	105.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01							2010-09-01	observed	105.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01							2010-03-01	observed	210.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01							2010-04-01	observed	210.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01							2010-05-01	observed	210.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01							2010-06-01	observed	210.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01							2010-07-01	observed	210.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01							2010-08-01	observed	210.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01							2010-09-01	observed	210.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01							2010-03-01	observed	525.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01							2010-04-01	observed	525.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01							2010-05-01	observed	525.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01							2010-06-01	observed	525.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01							2010-07-01	observed	525.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01							2010-08-01	observed	525.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01							2010-09-01	observed	525.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01							2010-03-01	observed	513.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01							2010-04-01	observed	513.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01							2010-05-01	observed	513.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01							2010-06-01	observed	513.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01							2010-07-01	observed	513.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01							2010-08-01	observed	513.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01							2010-09-01	observed	513.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01							2010-03-01	observed	813.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01							2010-04-01	observed	813.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01							2010-05-01	observed	813.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01							2010-06-01	observed	813.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01							2010-07-01	observed	813.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01							2010-08-01	observed	813.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01							2010-09-01	observed	813.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01							2010-03-01	observed	317.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01							2010-04-01	observed	317.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01							2010-05-01	observed	317.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01							2010-06-01	observed	317.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01							2010-07-01	observed	317.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01							2010-08-01	observed	317.0
